Peptide_ID,MW,pI,Hydrophobicity_GRAVY,Net_Charge_pH7.4,Cys_Count,Cyclizable,Label
sp|P0DQT2|TOAP3_TITOB,1700.14,8.75,1.688,0.55,0,0,1
sp|P0DJ30|AJN10_ANGJA,2164.4,7.95,-1.325,0.48,3,1,1
sp|P28794|MBP1_MAIZE,4130.68,11.35,-2.033,6.5,4,1,1
sp|B3EWQ7|AMP2_PAEAL,1331.67,9.31,0.692,1.53,1,0,1
sp|P56928|ENA2_HORSE,4769.39,8.36,-0.698,1.59,6,1,1
sp|P0DQX7|XAC3_XYLVO,2125.71,10.48,0.432,3.62,0,0,1
sp|P0DQX8|XAC4_XYLVO,2177.7,10.3,0.711,2.62,0,0,1
sp|P84815|PTYA_LITSE,2161.55,9.59,-0.867,3.5,2,1,1
sp|P39080|PGQ_XENLA,2456.92,10.0,0.546,2.55,0,0,1
sp|C0HM42|BDS3_CONGI,5190.87,8.31,-0.352,1.48,6,1,1
sp|P81570|DEFD3_SPIOL,2778.24,10.34,-0.376,5.48,3,1,1
sp|P80389|AMP1_CHICK,4480.4,9.9,-0.054,8.4,6,1,1
sp|P81569|DEFD4_SPIOL,2623.13,10.48,-0.365,5.23,2,1,1
sp|P81573|DEFD7_SPIOL,4230.65,8.83,-1.058,2.45,4,1,1
sp|P80393|AMP3_MELGA,2592.01,9.31,-0.232,3.53,4,1,1
sp|P0DTB9|URUM_HYDBH,2961.34,9.02,-0.033,1.55,2,1,1
sp|P0DQU4|NDB_TITME,1734.9,4.33,-0.017,-3.44,0,0,1
sp|P0DUT1|U763_DORVU,4213.13,10.12,0.508,4.31,0,0,1
sp|P0DTV5|FRE2D_DISSA,1482.76,4.05,1.043,-1.44,0,0,1
sp|P0DM22|KPHAB_ACTTE,1894.28,9.94,-1.424,5.45,4,1,1
sp|P46171|DFB13_BOVIN,4450.31,9.56,0.121,5.1,6,1,1
sp|P84190|NDBH2_TITSE,2726.04,4.36,-0.488,-3.39,0,0,1
sp|P46160|DEFB2_BOVIN,4648.52,11.2,-0.315,8.41,6,1,1
sp|P46164|DEFB6_BOVIN,4838.72,10.74,-0.338,8.44,6,1,1
sp|P46170|DFB12_BOVIN,4105.95,9.57,0.068,5.41,6,1,1
sp|P46166|DEFB8_BOVIN,4359.24,10.66,-0.142,7.41,6,1,1
sp|P84914|MAST3_POLPI,1661.08,5.96,0.857,-0.45,0,0,1
sp|P0C8Y4|DEF1_DAHME,5525.15,7.8,-0.69,0.61,8,1,1
sp|Q7M1F2|DEF1_CLITE,5613.24,8.51,-0.849,2.46,8,1,1
sp|B3A0M9|ES2JB_ODOJI,3821.62,9.51,0.376,3.5,2,1,1
sp|B3A0N0|BR1C_ODOJI,2603.28,9.85,1.333,3.5,2,1,1
sp|C0HJI0|THNW2_NIGSA,3899.71,9.67,-0.471,8.37,7,1,1
sp|C0HJU9|LYT1_LYCER,2833.46,10.6,0.148,4.58,0,0,1
sp|C0HKN9|PGLR1_XENRU,2070.54,10.48,0.832,3.55,0,0,1
sp|C0HKP0|PGLR2_XENRU,1969.44,10.48,0.843,3.55,0,0,1
sp|C0HKP3|PGLR5_XENRU,1915.3,10.0,1.119,1.55,0,0,1
sp|C0HKP4|PGLR6_XENRU,1959.35,10.0,1.014,1.55,0,0,1
sp|C0HKQ0|PLS3_PITNO,2013.38,8.76,1.205,0.59,0,0,1
sp|C0HKQ1|CYPB_EUPCP,3567.19,10.21,-0.064,5.53,2,1,1
sp|C0HL02|BR2J_PELRI,3138.74,9.24,0.383,2.5,2,1,1
sp|C0HL03|BR2H_PELRI,3381.06,9.6,0.133,3.5,2,1,1
sp|C0HL69|BR2A_ODOGR,3367.93,9.31,0.43,2.5,2,1,1
sp|C0HL70|BR2B_ODOGR,3289.86,9.31,0.439,2.5,2,1,1
sp|C0HL71|BR2C_ODOGR,3821.62,9.51,0.357,3.5,2,1,1
sp|C0HLD0|DRS51_PHYTB,2638.11,9.53,0.104,1.55,0,0,1
sp|C0HLD4|DRS71_PHYTB,3146.68,9.53,0.51,1.64,0,0,1
sp|C0HLD7|PLS21_PHYTB,1986.4,8.76,1.311,0.63,0,0,1
sp|C0HLE1|MDS1_PHYTB,1811.28,8.75,1.778,0.55,0,0,1
sp|C0HLN3|MO3_MOROL,3455.8,8.34,-0.671,1.41,6,1,1
sp|C0HLU0|SECP1_APIME,2825.44,10.06,-0.004,4.5,2,1,1
sp|C0HLV3|MO4_MOROL,2840.13,7.82,-0.342,0.43,5,1,1
sp|C0HLV4|MO5_MOROL,2853.09,7.82,-0.496,0.43,5,1,1
sp|C0HM24|NLTP2_NIGSA,2713.11,6.02,-0.132,-0.5,2,1,1
sp|C0HM29|TPO_RANTE,1356.65,9.75,1.6,0.56,0,0,1
sp|C0HM32|TPR_RANTE,1696.09,12.0,1.194,1.56,0,0,1
sp|C0HM33|TPS_RANTE,1730.1,12.0,1.131,1.56,0,0,1
sp|C0HM56|B2AV_RANAR,3374.12,9.79,0.373,4.53,2,1,1
sp|E8RUP9|ASTX2_ASTEC,5288.01,10.88,-0.324,3.28,0,0,1
sp|P0C1R1|PROTO_PROSY,1210.55,8.75,1.85,0.55,0,0,1
sp|P0C2A6|CR117_RANGR,2610.14,8.61,1.02,0.63,0,0,1
sp|P0C2A9|CR35_RANGR,2412.78,6.29,-0.241,-0.45,0,0,1
sp|P0C2V0|LYC40_LYCSI,2342.82,9.7,0.229,1.35,0,0,1
sp|P0C5X3|BR2C_RANDY,3317.96,9.24,0.47,2.5,2,1,1
sp|P0C8S8|BR1B_ODOHO,2561.16,9.5,1.267,2.5,2,1,1
sp|P0C8S9|BR2A_ODOHO,3332.89,9.31,0.261,2.5,2,1,1
sp|P0C8T0|BR2B_ODOHO,3364.95,9.31,0.206,2.5,2,1,1
sp|P0C8T2|BR1B_PULPI,2455.06,9.7,0.854,3.5,2,1,1
sp|P0C8U1|NIG2B_ODOHO,1979.41,8.9,1.238,1.5,2,1,1
sp|P0CF02|TX4A_DINAS,3107.63,9.7,-0.55,2.58,0,0,1
sp|P0CF03|TX2A_DINAS,1839.33,8.75,1.5,0.55,0,0,1
sp|P0CJ27|ASCA3_ASCTR,2483.91,10.29,0.488,2.59,0,0,1
sp|P0CJ37|EUMEF_EUMFR,1645.04,10.3,0.713,2.55,0,0,1
sp|P0DL41|NDB32_CENSU,2870.43,10.46,0.22,3.55,0,0,1
sp|P0DQK5|TP1A_LITST,1443.73,8.75,1.554,0.55,0,0,1
sp|P0DQW5|ATI2A_ALYOB,1583.91,8.75,1.275,0.55,0,0,1
sp|P0DTB8|SCX38_CENMA,2149.45,6.15,-0.053,-0.45,2,1,1
sp|P0DTD4|DRS1_PITNO,1983.36,10.3,0.66,2.55,0,0,1
sp|P0DTV6|FRE22_SPHLA,1548.87,8.76,1.25,0.59,0,0,1
sp|P0DX31|MAST1_EUMMI,1482.96,10.3,1.379,2.55,0,0,1
sp|P0DX32|MAST2_EUMMI,1464.92,10.3,1.564,2.55,0,0,1
sp|P0DX39|MAST_SPHVI,1618.02,10.46,0.5,3.55,0,0,1
sp|P12029|MYX2_CROCL,5033.95,9.61,-1.158,8.46,6,1,1
sp|P17232|CRBL_VESMA,1383.76,8.75,1.823,0.55,0,0,1
sp|P32423|BR1_PELPV,2531.22,9.7,1.287,3.5,2,1,1
sp|P36500|LANA_STRSL,5203.88,4.55,-0.185,-3.79,3,1,1
sp|P56227|CR12_RANCA,2555.07,7.02,1.204,-0.33,0,0,1
sp|P62544|CR14_RANGI,2603.07,7.02,0.972,-0.33,0,0,1
sp|P63176|MYX3_CROVV,5174.13,9.65,-0.802,8.46,6,1,1
sp|P63327|MYX_CRODR,4889.78,9.51,-1.079,7.46,6,1,1
sp|P69018|AUR25_RANRN,1649.97,8.59,1.175,0.55,0,0,1
sp|P69136|TAC1_CARRO,2268.76,9.93,-0.518,5.45,4,1,1
sp|P80279|DRS3_PHYSA,3023.68,10.3,0.35,4.59,0,0,1
sp|P80280|DRS4_PHYSA,2779.43,10.48,1.004,3.6,0,0,1
sp|P80395|GGN1_GLARU,3462.16,9.74,0.261,5.16,3,1,1
sp|P80408|MK1_PALPR,1838.1,9.98,-2.073,1.52,0,0,1
sp|P81252|CR19_RANCH,2594.14,8.61,1.148,0.63,0,0,1
sp|P81438|FORM1_MYRGU,1794.03,12.0,-1.731,2.59,0,0,1
sp|P81544|DEFN_HELVI,4790.32,7.77,-0.468,0.44,6,1,1
sp|P81655|RK1_RABIT,3707.35,7.54,-0.338,0.13,6,1,1
sp|P81929|DEF1_PEA,5208.85,7.73,-0.548,0.5,8,1,1
sp|P82021|FRE1_NYCIN,1141.36,4.05,1.65,-1.44,0,0,1
sp|P82032|UPE31_UPEIN,1829.19,9.99,0.9,1.55,0,0,1
sp|P82050|UPE71_LITEW,1428.63,6.74,0.831,-0.41,0,0,1
sp|P82233|BR1A_RANTE,2027.58,9.85,1.006,3.5,2,1,1
sp|P82317|DEF2_MACMU,3471.13,8.68,0.413,2.45,6,1,1
sp|P82391|AUR24_RANAE,1629.98,8.59,1.288,0.55,0,0,1
sp|P82419|GTX3F_NEOGO,1819.28,9.7,0.983,1.55,0,0,1
sp|P82424|WTX1B_NEOGO,2710.35,10.7,0.244,5.54,0,0,1
sp|P82651|TIN1_HOPTI,1343.68,8.06,0.818,0.51,2,1,1
sp|P82827|ES2L_RANLU,3750.46,9.6,0.346,3.53,2,1,1
sp|P82834|BR1B_LITBE,2569.24,9.7,1.058,3.5,2,1,1
sp|P82836|BR1D_LITBE,2537.18,9.7,1.154,3.5,2,1,1
sp|P82838|BR1F_LITBE,2631.27,9.39,1.117,2.5,2,1,1
sp|P82877|RLCB_LITCL,2111.68,9.39,1.195,2.5,2,1,1
sp|P82879|RN2B_LITCL,2786.45,9.6,0.433,3.5,2,1,1
sp|P82880|TP1A_LITCL,1431.8,8.75,1.9,0.55,0,0,1
sp|P82883|TP1D_LITCL,1447.8,8.75,1.808,0.55,0,0,1
sp|P82906|BR1C_LITSH,2614.22,9.6,0.825,3.5,2,1,1
sp|P83188|PS1_PSEPD,2715.16,9.7,-0.142,1.62,0,0,1
sp|P83248|TOP2A_OXYTA,4126.85,10.79,-0.384,7.54,0,0,1
sp|P83305|JAP1_RANJA,1650.06,8.9,1.35,1.5,2,1,1
sp|P83306|JAP2_RANJA,2358.07,9.85,1.081,3.5,2,1,1
sp|P83376|DBB2_DOLAU,3872.46,7.71,-0.603,0.29,4,1,1
sp|P83639|DRS2_PHYDS,2926.44,10.0,0.154,2.6,0,0,1
sp|P84278|PA2A_LITPA,3192.71,9.5,0.3,2.5,2,1,1
sp|P84281|PA3A_LITPA,4933.81,9.45,0.148,3.49,2,1,1
sp|P84600|DRS7_PITHY,2795.24,10.0,0.286,2.55,0,0,1
sp|P84601|DRS8_PITHY,3254.69,9.53,0.13,1.55,0,0,1
sp|P84813|POTM1_SOLTU,4833.44,6.7,-0.332,-0.59,7,1,1
sp|P84924|DMS4_PHYTS,2550.95,8.54,-0.052,0.6,0,0,1
sp|P84925|DMS5_PHYTS,2638.11,9.53,0.104,1.55,0,0,1
sp|P84929|PLS1_PHYTS,1954.4,10.0,1.263,1.55,0,0,1
sp|P84938|PLS5_PITAZ,2071.43,8.77,0.853,0.66,0,0,1
sp|P85004|AMML_ASTMO,1516.57,4.05,-0.507,-2.33,0,0,1
sp|P85008|DEF1_CRAVI,4270.86,9.18,-0.363,4.48,6,1,1
sp|P85113|OSTR1_STRCA,4017.77,8.94,0.303,3.48,6,1,1
sp|P85876|ETCM_ENTFC,3932.36,8.79,-0.221,1.55,2,1,1
sp|P85982|ALBO1_BOAAL,1865.35,10.0,1.5,1.55,0,0,1
sp|P86017|ES2RA_PELRI,3715.47,9.51,0.478,3.5,2,1,1
sp|P86022|BR2A_PELRI,2993.54,9.24,0.203,2.5,2,1,1
sp|P86027|BR1_PELRI,2667.32,9.85,1.225,3.5,2,1,1
sp|P86393|BCN02_PAEPO,4630.12,9.31,-0.908,2.64,1,0,1
sp|P86484|CR11_LITPE,2585.09,7.02,1.188,-0.33,0,0,1
sp|P86501|CR11_LITRO,2585.09,7.02,1.188,-0.33,0,0,1
sp|P86616|PLS3_PHAJA,2015.36,6.92,1.2,-0.37,0,0,1
sp|P86622|DRT2_PHAJA,3132.63,9.7,0.409,1.25,0,0,1
sp|P86711|OCE1_LEPKN,2549.04,9.53,0.432,1.58,0,0,1
sp|P86724|DEF4_PAPHA,3487.11,8.68,0.443,2.45,6,1,1
sp|P86915|PSB_PSEBL,2538.98,9.7,0.065,1.62,0,0,1
sp|P86973|DEF2_NIGSA,5503.28,8.48,-0.494,2.42,8,1,1
sp|A0A0P0C3P7|BS222_STAPS,5892.79,9.87,-0.304,3.31,0,0,1
sp|A0A193H2X2|CZS3_CRUCA,3000.46,9.7,-0.043,1.62,0,0,1
sp|B3A0M4|BR1A_ODOJI,2561.16,9.5,1.279,2.5,2,1,1
sp|B3EWP8|RDNIN_ACARO,1237.41,6.92,-0.55,-0.37,0,0,1
sp|C0HJC0|PLNKY_LACPN,3497.92,11.47,-0.767,5.55,0,0,1
sp|C0HJH5|NLTP_MORCI,3202.59,4.05,0.267,-2.49,4,1,1
sp|C0HJK0|TX3AB_DINQU,2042.53,10.0,1.16,1.55,0,0,1
sp|C0HJX8|CEC_CALVI,4084.69,11.74,-0.262,5.58,0,0,1
sp|C0HK47|LTX2C_ECTBR,3202.83,9.53,0.689,1.55,0,0,1
sp|C0HK87|PGLB2_XENBO,1956.4,10.3,1.014,2.55,0,0,1
sp|C0HK89|CPFB1_XENBO,2845.43,10.46,0.039,3.55,0,0,1
sp|C0HKF1|OCE1_LEPLB,2193.61,8.51,0.655,0.59,0,0,1
sp|C0HKF2|OCE2_LEPLB,2307.71,8.51,0.474,0.59,0,0,1
sp|C0HKL8|PGBM2_XENBM,1941.34,10.3,0.743,2.55,0,0,1
sp|C0HKP2|PGLR4_XENRU,2027.47,10.3,0.862,2.55,0,0,1
sp|C0HKX7|APDP_SPHSE,1991.3,11.71,-1.588,2.59,0,0,1
sp|C0HKX9|APD2_PIMDI,2253.7,12.0,-1.75,5.59,0,0,1
sp|C0HL01|BR2G_PELRI,3091.65,9.31,0.327,2.5,2,1,1
sp|C0HL04|BR2K_PELRI,3509.17,9.59,0.088,3.5,2,1,1
sp|C0HL06|TP1E_PELRI,1013.27,5.53,2.12,-0.44,0,0,1
sp|C0HL48|BR1B_RANIT,2229.94,9.39,1.54,2.5,2,1,1
sp|C0HLD5|PLS11_PHYTB,1954.4,10.0,1.263,1.55,0,0,1
sp|C0HM31|TPQ_RANTE,1702.09,11.0,1.169,1.55,0,0,1
sp|H0USY4|ATI1C_ALYOB,2266.68,9.7,0.748,1.59,0,0,1
sp|P0C1M1|CRBLE_VESMG,1367.76,8.75,2.023,0.55,0,0,1
sp|P0C1M4|MASTA_VESMG,1556.96,10.3,0.529,2.55,0,0,1
sp|P0C1Q9|MAST2_VESVU,1731.15,10.48,0.08,3.55,0,0,1
sp|P0C5G7|MASTD_VESMG,1497.93,10.3,1.021,2.55,0,0,1
sp|P0C8S7|BR1A_ODOHO,2575.23,9.85,1.263,3.5,2,1,1
sp|P0C8T1|BR1A_PULPI,2499.11,9.6,0.813,3.5,2,1,1
sp|P0CD67|BOL6_BOMLA,2147.6,10.3,0.337,2.59,0,0,1
sp|P0CF01|TX3AB_DINAS,2503.12,10.0,0.652,2.55,0,0,1
sp|P0CJ29|ASCA5_ASCTR,2591.06,10.18,-0.133,3.58,0,0,1
sp|P0DI87|OXLA_BOTIN,5292.82,4.4,-0.378,-4.42,1,0,1
sp|P0DQK8|BR2RP_LITST,2319.76,9.7,0.286,1.55,0,0,1
sp|P0DQT3|MAST2_PARVS,1614.0,8.59,0.871,0.55,0,0,1
sp|P0DQW2|ATI1A_ALYOB,2279.68,9.7,0.63,1.59,0,0,1
sp|P0DRA5|MASTA_POLDR,1759.14,10.0,-0.214,2.55,0,0,1
sp|P0DTD5|DRS4_AGADC,3059.61,10.3,0.106,4.54,0,0,1
sp|P0DTM2|TP1C_RANCS,1342.66,5.53,1.992,-0.44,0,0,1
sp|P0DTT7|PLS2_PITNO,1858.27,10.0,1.328,1.55,0,0,1
sp|P14215|PPM1_LIMPO,2458.96,10.33,-0.833,6.45,4,1,1
sp|P18252|TAC3_TACGI,2240.74,9.79,-0.482,5.45,4,1,1
sp|P37155|LYSC_FELCA,2313.74,9.19,-0.35,1.53,1,0,1
sp|P40835|BR1A_PELLE,2651.35,9.85,1.104,3.5,2,1,1
sp|P40836|BR1B_PELLE,2480.93,8.03,0.735,0.51,2,1,1
sp|P40841|BR2E_PELLE,3069.6,9.6,-0.024,3.5,2,1,1
sp|P56241|CR34_RANCA,2454.82,6.29,-0.255,-0.45,0,0,1
sp|P56919|TPD_RANTE,1378.7,5.53,1.669,-0.44,0,0,1
sp|P56921|TPF_RANTE,1369.73,8.75,1.854,0.55,0,0,1
sp|P59944|KAX1D_LEIHE,4317.97,9.08,-0.765,4.4,6,1,1
sp|P69836|GRAG_GRASX,2569.18,9.76,1.6,0.59,0,0,1
sp|P80214|PLNA_LACPL,5457.59,10.48,-0.475,9.26,0,0,1
sp|P80397|GGN3_GLARU,3308.97,9.51,0.382,3.49,2,1,1
sp|P81437|FORM2_MYRGU,1807.06,11.0,-1.438,2.55,0,0,1
sp|P81466|DEF2_MESAU,3621.2,8.67,-0.326,2.4,6,1,1
sp|P81468|DEF4_MESAU,3821.44,8.67,-0.2,2.37,6,1,1
sp|P81487|DRS5_PHYBI,2704.15,9.53,0.135,1.55,0,0,1
sp|P81528|ALYS_MYCPH,1817.0,4.49,-0.465,-2.48,0,0,1
sp|P82068|MCU21_RANGE,1879.2,8.59,0.961,0.55,0,0,1
sp|P82069|MCU31_RANGE,2726.17,6.23,0.262,-0.45,0,0,1
sp|P82415|GTX3B_NEOGO,3307.89,10.13,-0.627,4.54,0,0,1
sp|P82417|GTX3D_NEOGO,3164.74,9.7,-0.359,2.54,0,0,1
sp|P82422|LTX2B_NEOGO,2578.23,10.3,0.396,4.54,0,0,1
sp|P82423|WTX1A_NEOGO,2710.35,10.7,0.244,5.54,0,0,1
sp|P82425|WTX1C_NEOGO,2864.58,11.43,0.112,6.54,0,0,1
sp|P82428|WTX1F_NEOGO,2030.49,10.0,1.545,1.55,0,0,1
sp|P82652|TIN2_HOPTI,1368.71,8.08,1.308,0.55,2,1,1
sp|P82828|RN2A_RANLU,3290.98,9.45,0.259,3.49,2,1,1
sp|P82831|TP1B_RANLU,1575.96,10.0,0.786,1.55,0,0,1
sp|P82832|TP1C_RANLU,1604.03,8.76,1.621,0.59,0,0,1
sp|P82833|BR1A_LITBE,2645.34,9.7,1.1,3.5,2,1,1
sp|P82839|ES2B_LITBE,3837.6,9.79,0.392,4.49,2,1,1
sp|P82845|BR1E_LITPI,2595.26,9.7,1.267,3.5,2,1,1
sp|P82848|TP1_LITPI,1369.73,8.75,1.8,0.55,0,0,1
sp|P82881|TP1B_LITCL,1431.8,8.75,1.862,0.55,0,0,1
sp|P82884|TP1E_LITCL,1461.83,8.75,1.815,0.55,0,0,1
sp|P83142|AFP2S_MALPA,2027.11,5.1,-2.825,-1.75,0,0,1
sp|P83171|GNK1_GINBI,4213.7,11.71,-0.18,2.64,0,0,1
sp|P83191|PS4_PSEPD,2511.96,9.7,0.213,1.62,0,0,1
sp|P83247|TOP1_OXYTA,5221.27,11.26,-0.204,9.54,0,0,1
sp|P83249|TOP2B_OXYTA,4146.83,10.3,-0.546,6.54,0,0,1
sp|P83314|NDB2S_OPICA,4870.56,9.78,-0.541,3.54,0,0,1
sp|P83416|VIRE_HELVI,4389.2,10.84,-0.273,8.61,0,0,1
sp|P83638|DRS1_PHYDS,3152.65,10.0,0.191,3.54,0,0,1
sp|P84263|DAH12_RANDH,1436.69,5.84,1.092,-0.44,0,0,1
sp|P84273|DAH11_RANDH,1432.7,5.84,1.177,-0.44,0,0,1
sp|P84274|PA1A_LITPA,3159.87,9.79,0.239,4.54,2,1,1
sp|P84275|PA1B_LITPA,3144.86,10.05,0.239,5.54,2,1,1
sp|P84277|PA1D_LITPA,2847.55,9.79,0.322,4.54,2,1,1
sp|P84279|RN2B_LITPA,3188.68,9.39,0.313,2.5,2,1,1
sp|P84566|PLS1_PITHY,2016.35,8.76,0.779,0.63,0,0,1
sp|P84840|ES1_PELSA,4921.89,9.83,0.061,5.49,2,1,1
sp|P84842|BR2C_PELSA,3521.16,9.6,0.179,3.5,2,1,1
sp|P84886|CURVA_LATCU,3024.3,8.07,-0.36,0.59,2,1,1
sp|P84904|PLS10_PITHY,2086.44,7.02,1.237,-0.33,0,0,1
sp|P84910|CYT2_CAPHI,1672.81,4.22,-0.4,-3.43,1,0,1
sp|P84962|DIV35_CARDV,4525.17,8.8,-0.188,2.09,4,1,1
sp|P85090|OCE4_LEPOE,2275.68,5.96,0.81,-0.45,0,0,1
sp|P86019|RN2_PELRI,1942.4,9.85,0.612,3.55,2,1,1
sp|P86152|BR2EJ_PELRI,3182.76,9.6,0.103,3.5,2,1,1
sp|P86154|BR2EG_PELRI,3372.94,9.31,-0.009,2.54,2,1,1
sp|P86363|OSMO_CALPC,4133.61,10.76,-0.025,2.58,1,0,1
sp|P86415|HALCY_HALPP,2733.09,11.0,0.377,1.63,0,0,1
sp|P86527|NLTP1_NIGSA,3652.25,8.52,-0.046,1.49,4,1,1
sp|P86548|SBTXB_SOYBN,2758.13,4.68,-0.108,-1.1,0,0,1
sp|P86614|PLS1_PHAJA,2049.37,6.92,1.147,-0.37,0,0,1
sp|P86621|DRT1_PHAJA,3100.57,9.7,0.481,1.25,0,0,1
sp|P86635|DMS1_PHAJA,2597.13,10.3,0.688,2.55,0,0,1
sp|P86941|DRS1_AGASP,3019.47,8.47,0.036,0.6,0,0,1
sp|Q9TWW2|DIP_SARPE,3928.28,6.75,-1.011,-0.41,0,0,1
sp|B3A0M8|ES2JA_ODOJI,3821.62,9.51,0.357,3.5,2,1,1
sp|C0HJH7|TX4A_DINQU,3107.52,9.31,-0.761,1.58,0,0,1
sp|C0HJH9|THNW1_NIGSA,3933.74,9.67,-0.62,8.37,7,1,1
sp|C0HK45|LTX2A_ECTBR,3160.79,10.0,0.289,2.59,0,0,1
sp|C0HK84|MAGB2_XENBO,2409.85,10.0,0.187,2.59,0,0,1
sp|C0HKP8|DMS4_PITNO,3210.68,9.83,0.124,2.55,0,0,1
sp|C0HKP9|PLS4_PITNO,2049.42,8.76,1.111,0.63,0,0,1
sp|C0HKQ4|HYP2_TAROF,3564.35,9.7,-0.309,1.59,0,0,1
sp|C0HL09|BR1B_NIDOK,2417.97,9.7,0.9,1.55,0,0,1
sp|C0HL11|BR1D_NIDOK,2223.78,10.3,1.323,2.55,0,0,1
sp|C0HL60|ABAN1_LIMMU,1248.38,4.37,0.227,-1.44,0,0,1
sp|C0HL68|ES1GA_ODOGR,4863.81,9.63,0.191,4.53,2,1,1
sp|C0HLC1|DRS12_PHYTB,2955.41,9.31,-0.2,1.55,0,0,1
sp|C0HLC4|DRS1_PHYTB,2998.5,9.53,0.075,1.6,0,0,1
sp|C0HLD9|PLS32_PHYTB,2051.49,8.59,1.095,0.55,0,0,1
sp|C0HLV5|MO6_MOROL,2899.18,7.77,-0.2,0.41,6,1,1
sp|C0HLY4|TP1A_RANLT,1466.81,8.75,1.143,0.55,0,0,1
sp|C0HM23|DEF4_NIGSA,5704.6,9.02,-0.726,5.41,8,1,1
sp|C0HM30|TPP_RANTE,1321.65,5.53,1.854,-0.44,0,0,1
sp|C0HM59|TPAVA_RANAR,1311.61,6.0,1.462,-0.44,0,0,1
sp|K4JY29|BSTA_STRSQ,5083.39,4.05,-0.4,-12.73,1,0,1
sp|P01504|MEL_APIFL,2819.43,11.33,0.308,4.55,0,0,1
sp|P01515|MAST_VESXA,1556.96,10.3,0.529,2.55,0,0,1
sp|P0C1M3|CRBLG_VESMG,1522.96,12.0,1.9,1.56,0,0,1
sp|P0C1Z8|TACB1_TACTR,4918.63,9.61,-0.214,6.4,6,1,1
sp|P0C1Z9|TACB2_TACTR,4946.68,9.61,-0.205,6.4,6,1,1
sp|P0C2U6|LYC1_LYCSI,1961.37,9.7,0.25,1.55,0,0,1
sp|P0C2U7|LYC2_LYCSI,1989.39,9.99,0.217,1.55,0,0,1
sp|P0C5W6|BR1A_RANDY,2225.84,9.39,1.585,2.5,2,1,1
sp|P0C5W8|BR1C_RANDY,2277.96,9.39,1.515,2.5,2,1,1
sp|P0C5X4|BR2D_RANDY,3317.96,9.24,0.491,2.5,2,1,1
sp|P0C5X5|BR2E_RANDY,3675.37,9.6,0.559,3.5,2,1,1
sp|P0C8T6|BR2D_PULPI,3418.01,9.24,0.233,2.5,2,1,1
sp|P0C8T7|BR2E_PULPI,3405.02,9.24,0.385,2.5,2,1,1
sp|P0C8U2|TPA_PULPI,1474.87,10.0,1.508,1.55,0,0,1
sp|P0C931|EUME_EUMRU,1645.04,10.3,0.76,2.55,0,0,1
sp|P0CJ31|ASCA7_ASCTR,2559.01,10.18,0.004,3.55,0,0,1
sp|P0DI92|PA2H_BOTMA,3505.12,8.77,-0.048,1.19,2,1,1
sp|P0DMG9|OXLA_BOTFO,1791.89,4.34,-1.533,-3.41,1,0,1
sp|P0DQK4|RN2B_LITST,3703.42,9.14,0.106,2.49,2,1,1
sp|P0DQK9|MDS1_AGALE,1811.28,8.75,1.75,0.55,0,0,1
sp|P0DQW6|ATI2B_ALYOB,1721.13,8.75,1.553,0.55,0,0,1
sp|P0DRA6|MASTB_POLDR,1566.97,10.3,0.65,2.55,0,0,1
sp|P0DSL0|TX1A_MYRRB,1098.29,4.37,0.44,-1.44,0,0,1
sp|P0DTM0|TP1A_RANCS,1369.73,8.75,1.8,0.55,0,0,1
sp|P0DTT9|MDS1_PITNO,1797.25,8.75,1.656,0.55,0,0,1
sp|D4YWD1|TPF_PELSA,5394.89,4.55,-0.918,-5.46,1,0,1
sp|P85214|PROP1_GALME,4322.89,11.0,-1.057,3.59,0,0,1
sp|P84381|XT7_XENTR,1777.2,10.0,1.122,1.55,0,0,1
sp|P84386|XT6_XENTR,1817.18,10.0,0.811,1.55,0,0,1
sp|C0HKQ6|XAC2_XYLAI,1900.44,10.3,1.035,2.59,0,0,1
sp|C0HKQ5|XAC1_XYLAI,1940.46,10.3,0.941,2.62,0,0,1
sp|P84385|XT5_XENTR,1999.42,10.3,0.923,2.55,0,0,1
sp|P86521|AMP_LYMAR,4612.27,8.62,-0.514,3.35,10,1,1
sp|P84528|RNAM_PLESA,1016.03,6.07,-1.49,-0.44,0,0,1
sp|P81591|AMP_IPONI,4325.81,8.76,-0.52,3.36,8,1,1
sp|P0DUJ9|HBB_POTCF,4969.48,6.05,-0.6,-1.38,0,0,1
sp|B3EWC5|AMP_BRELA,1319.7,9.7,1.209,1.55,0,0,1
sp|B3EWQ3|AMP3_TAROF,4409.27,8.21,-0.033,1.44,8,1,1
sp|P83652|ALO2_ACRLO,3635.02,7.78,-0.706,0.44,6,1,1
sp|B3A0L2|AMP19_XENBU,1658.89,5.53,0.484,-0.44,0,0,1
sp|B3EWQ2|AMP2_TAROF,4826.47,7.77,-0.566,0.4,6,1,1
sp|P0CH49|AMP2_SCOMU,3016.68,11.76,-0.712,7.62,0,0,1
sp|B3A0L3|AMP20_XENBU,1787.92,4.05,-0.095,-3.33,0,0,1
sp|P83653|ALO3_ACRLO,3875.37,9.13,-0.944,4.43,6,1,1
sp|C0HJU5|AMP3_STEME,3370.78,8.34,-0.08,1.41,6,1,1
sp|P0CH48|AMP1_SCOMU,2594.05,10.55,-1.133,4.58,0,0,1
sp|P83651|ALO1_ACRLO,3692.11,8.33,-0.874,1.44,6,1,1
